business_name,email,phone,website,city,category,niche
Nola Bijou Bistro & Bar,cwreservations@noladubai.com,04 334 4098,https://www.noladubai.com/,"Dubai, UAE",bistro,restaurant
La Serre Dubai,reservations@alpauae.com,052 377 3100,https://laserrecitywalk.com/,"Dubai, UAE",french restaurant,restaurant
PHX Bistro,phxbistro@gmail.com,(01) 611 1161,http://www.phxbistro.com/,"Dublin, Ireland",bistro,restaurant
Chez Max,chezmaxpalace@gmail.com,(01) 633 7215,https://chezmax.com/,"Dublin, Ireland",french restaurant,restaurant
Sparks Bistro,info@sparksbistro.com,(01) 873 0003,http://www.sparksbistro.com/,"Dublin, Ireland",bistro,restaurant
l'Gueuleton,cestbon@lgueuleton.com,087 939 3608,https://lgueuleton.com/,"Dublin, Ireland",bistro,restaurant
Bijou Bistro,reservations@bijourathgar.ie,(01) 496 1518,http://bijourathgar.ie/,"Dublin, Ireland",cocktail bar,restaurant
Bloom Brasserie,info@bloombrasserie.ie,(01) 668 7170,http://www.bloombrasserie.ie/,"Dublin, Ireland",restaurant,restaurant
The Bank on College Green,info@bankoncollegegreen.com,(01) 677 0677,http://www.bankoncollegegreen.com/,"Dublin, Ireland",european restaurant,restaurant
Fitzers Bistro & Bar,info@fitzers.ie,(01) 255 4499,https://fitzers.ie/,"Dublin, Ireland",bistro,restaurant
"Roly's Bistro & Roly's Heated Terrace Restaurant, Cocktail & Wine Bar",ireland@rolysbistro.ie,(01) 668 2611,https://rolysbistro.ie/,"Dublin, Ireland",bistro,restaurant
Bistro Le Cep,junior@bistro-le-cep.com,(713) 783-3985,http://www.bistro-le-cep.com/,"Houston, USA",french restaurant,restaurant
Salento Bistrot,info@salentobistrot.com,(713) 528-7478,https://salentobistrot.com/,"Houston, USA",spanish restaurant,restaurant
Q Bistro Semarak (Jalan Tun Razak),info@hajris.com.my,018-304 7822,https://qbistro.com/,"Kuala Lumpur, Malaysia",indian restaurant,restaurant
Sarastro KL by Millennium,hello@sarastrokl.com.my,03-2727 2280,https://sarastrokl.com.my/,"Kuala Lumpur, Malaysia",restaurant,restaurant
Brasserie Léon,info@brasserie-leon.com,03-2011 3659,https://www.brasserie-leon.com/,"Kuala Lumpur, Malaysia",french restaurant,restaurant
Étoile Bistro at EQ,info@kul.equatorial.com,03-2789 7777,https://www.eqkualalumpur.equatorial.com/dining/etoile/?utm_source=local&utm_medium=organic&utm_campaign=GoogleMyBusiness&utm_content=Etoile+GMB,"Kuala Lumpur, Malaysia",restaurant,restaurant
Entier French Dining,bonjour@entierfrenchdining.com,03-2268 3819,http://entierfrenchdining.com/,"Kuala Lumpur, Malaysia",french restaurant,restaurant
Yeast Bistronomy,enquiries@yeastgroup.my,03-2282 0118,http://www.yeastgroup.my/,"Kuala Lumpur, Malaysia",bistro,restaurant
Cafe Bistrot David,info@cafebistrotdavid.com,018-912 0332,http://www.cafebistrotdavid.com/,"Kuala Lumpur, Malaysia",bistro,restaurant
The Brasserie,thebrasserie@stregis.com,03-2727 6696,https://www.thebrasseriekl.com/,"Kuala Lumpur, Malaysia",restaurant,restaurant
Choco's Bistro Oduduwa Way,reservations@bedrockresidencies.com,0812 882 4588,https://bedrockresidencies.com/restaurant/,"Lagos, Nigeria",bistro,restaurant
Piano Bistro Restaurant,info@thedelborough.com,,https://www.thedelborough.com/,"Lagos, Nigeria",restaurant,restaurant
Brasserie Zedel,reservations@brasseriezedel.com,020 7734 4888,http://www.brasseriezedel.com/,"London, UK",french restaurant,restaurant
Boro Bistro,helloborobistro@gmail.com,020 7378 0788,http://borobistro.co.uk/,"London, UK",french restaurant,restaurant
Brother Marcus Borough,enquiries@brothermarcus.co.uk,020 3146 4001,https://brothermarcus.co.uk/locations/boroughyards/,"London, UK",mediterranean restaurant,restaurant
Bistrot at Wild Honey,dining.stjames@sofitel.com,020 7747 2200,https://www.wildhoneylondon.co.uk/bistrotatwildhoney/,"London, UK",restaurant,restaurant
Bleeding Heart Bistro,bookings@bleedingheart.co.uk,020 7242 8238,http://www.bleedingheart.co.uk/,"London, UK",french restaurant,restaurant
Old Compton Brasserie,bookings@oldcomptonbrasserie.co.uk,020 7434 2214,http://www.oldcomptonbrasserie.co.uk/,"London, UK",restaurant,restaurant
Bouchon Racine,bonjour@bouchonracine.com,020 7253 3368,https://www.bouchonracine.com/new-home,"London, UK",french restaurant,restaurant
64 Goodge Street,info@64goodgestreet.co.uk,020 3747 6364,http://64goodgestreet.co.uk/,"London, UK",french restaurant,restaurant
Il Bistrotto - London,info@ilbistrottolondon.com,020 3793 4533,https://ilbistrottolondon.com/#,"London, UK",bistro,restaurant
Bistro Freddie,info@bistrofreddie.com,020 8050 0374,https://www.bistrofreddie.com/,"London, UK",bistro,restaurant
Boulevard Brasserie,bookings@boulevardbrasserie.co.uk,020 7240 2992,http://www.boulevardbrasserie.co.uk/,"London, UK",french restaurant,restaurant
Le Garrick,info@legarrick.co.uk,020 7240 7649,https://www.legarrick.co.uk/,"London, UK",french restaurant,restaurant
Baby Bistro,info@babybistrola.com,(213) 266-8784,https://babybistrola.com/,"Los Angeles, USA",bistro,restaurant
A Food Affair,afoodaffair@gmail.com,(310) 557-9795,http://afoodaffair.com/,"Los Angeles, USA",french restaurant,restaurant
Delices Du Chef,hello@delicesduchef.us,(424) 263-4759,http://www.delicesduchef.us/,"Los Angeles, USA",bistro,restaurant
Blacklock Manchester,hello@theblacklock.com,0161 414 0225,https://theblacklock.com/restaurants/manchester/,"Manchester, UK",steak house,restaurant
THE BRASSERIE,info@mercuremanchester.co.uk,0161 751 1412,https://www.mercuremanchester.co.uk/manchester-restaurant/,"Manchester, UK",restaurant,restaurant
Higher Ground,hello@highergroundmcr.co.uk,0161 470 9821,http://highergroundmcr.co.uk/,"Manchester, UK",british restaurant,restaurant
The Sparrows Continental Pasta & Spätzle,info@thesparrows.me,0161 302 6267,https://thesparrows.me/,"Manchester, UK",dumpling restaurant,restaurant
Albert's Schloss - Manchester,events@albertsschloss.co.uk,0161 833 4040,https://albertsschloss.com/location/manchester/,"Manchester, UK",bar,restaurant
Cosy Club,manchesterbookings@cosyclub.co.uk,0161 933 8255,https://cosyclub.co.uk/location/manchester/,"Manchester, UK",british restaurant,restaurant
Adam Reid at The French,info@adam-reid.co.uk,,http://www.the-french-manchester.co.uk/,"Manchester, UK",french restaurant,restaurant
Bon Ap' Petit Bistro,info@bonap.com.au,(03) 9415 9450,https://www.bonap.com.au/,"Melbourne, Australia",french restaurant,restaurant
Bistrot Bisou,bonjour@bistrotbisou.com.au,(03) 9612 5757,http://www.bistrotbisou.com.au/,"Melbourne, Australia",french restaurant,restaurant
Bistro Gitan,info@bistrogitan.com.au,(03) 9867 5853,http://www.bistrogitan.com.au/,"Melbourne, Australia",bistro,restaurant
Bistro Voliere,info@bistrovoliere.com.au,(03) 8797 2534,http://bistrovoliere.com.au/,"Melbourne, Australia",bistro,restaurant
Bistra,info@bistracarlton.com.au,(03) 9000 5607,https://www.bistracarlton.com.au/,"Melbourne, Australia",restaurant,restaurant
The European,info@theeuropean.com.au,(03) 9654 0811,http://www.theeuropean.com.au/,"Melbourne, Australia",european restaurant,restaurant
Chez Olivier Le Bistro,olivier@chezolivier.com.au,(03) 9525 2273,http://www.chezolivier.com.au/,"Melbourne, Australia",bistro,restaurant
Chancery Lane,info@chancerylane.com.au,(03) 9089 7598,http://www.chancerylane.com.au/,"Melbourne, Australia",restaurant,restaurant
Tartine,info@tartine.com.au,(03) 9428 3339,http://www.tartine.com.au/,"Melbourne, Australia",french restaurant,restaurant
Le Petit Bistro,info@lepetitbistro.com.au,(03) 9822 1161,https://lepetitbistro.com.au/,"Melbourne, Australia",french restaurant,restaurant
French Saloon,info@frenchsaloon.com,(03) 9600 2142,https://frenchsaloon.com/,"Melbourne, Australia",restaurant,restaurant
Bistró Chapultepec,rrppbistro@cmr.mx,55 3933 0616,http://bistrochapultepec.com/,"Mexico City, Mexico",restaurant,restaurant
American Bistro🍔 American Restaurant Miami Beach,contact@americanbistromiamibeach.com,(305) 413-2465,https://americanbistromiamibeach.com/,"Miami, USA",american restaurant,restaurant
Bistro Ocho,hi@bistro8miami.com,(305) 456-4543,http://www.bistro8miami.com/,"Miami, USA",restaurant,restaurant
Bianco Bistro Cafe,biancobistrocafe@gmail.com,(786) 762-2459,http://biancobistro.com/,"Miami, USA",restaurant,restaurant
Oliver's Bistro,oliversbistro959@gmail.com,(305) 535-3050,http://www.oliversmiamibeach.com/,"Miami, USA",restaurant,restaurant
OUI Bistrot,contact@ouibistrot.com,(305) 395-8011,https://www.ouibistrot.com/,"Miami, USA",french restaurant,restaurant
Café Bastille Downtown Miami,contact@cafebastilledowntown.com,(786) 425-3575,http://www.cafebastilledowntown.com/,"Miami, USA",brunch restaurant,restaurant
Mandolin Aegean Bistro,reservations@mandolinmiami.com,(305) 749-9140,https://www.mandolinrestaurant.com/,"Miami, USA",bistro,restaurant
Le Jardin Bistro NYC,info@lejardinbistronyc.com,(212) 228-0909,https://www.lejardinbistronyc.com/,"New York City, USA",bistro,restaurant
LOULOU,events@loulounyc.com,(212) 337-9577,https://www.loulounyc.com/,"New York City, USA",french restaurant,restaurant
Mino Brasserie,minobrasserie@gmail.com,(845) 524-9006,https://minobrasserie.com/,"New York City, USA",bistro,restaurant
Le Rivage,info@lerivagenyc.com,(212) 765-7374,https://lerivagenyc.com/#about,"New York City, USA",french restaurant,restaurant
Le Gratin,infolegratin@danielboulud.com,(212) 597-9020,http://www.legratinnyc.com/,"New York City, USA",bistro,restaurant
BSTRO 38,info@bstro38.com,(212) 944-0990,http://bstro38.com/,"New York City, USA",bistro,restaurant
Le Coucou,lecoucou.reservations@starr-restaurant.com,(212) 271-4252,https://www.lecoucou.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,"New York City, USA",restaurant,restaurant
Le Parisien Bistrot,leparisiennyc@gmail.com,(212) 889-5489,http://www.leparisiennyc.com/,"New York City, USA",french restaurant,restaurant
Benoit New York,bistrot@benoitny.com,(646) 943-7373,http://www.benoitny.com/,"New York City, USA",bistro,restaurant
Grand Brasserie,info@vizz.group,(929) 577-4446,https://www.grandbrasserie.com/,"New York City, USA",french restaurant,restaurant
Bistrot Victoires,contact@paris-bistro.com,01 42 61 43 78,http://www.paris-bistro.com/choisir/paris1/bistrot-des-victoires,"Paris, France",bistro,restaurant
Brasserie Bellanger,ondiscute@lanouvellegarde.com,09 54 00 99 65,https://nouvellegardegroupe.fr/,"Paris, France",restaurant,restaurant
Le bistrot,lebistrot75010@gmail.com,09 81 27 24 40,https://le-bistrot-paris.eatbu.com/,"Paris, France",bar,restaurant
Sottise,hello@sottisephx.com,(602) 254-6378,http://www.sottisephx.com/,"Phoenix, USA",restaurant,restaurant
Local Bistro,events@localbistroaz.com,(480) 302-6050,http://localbistroaz.com/,"Phoenix, USA",bistro,restaurant
El Zaguan Bistro,admin@elzaguanbistro.com,(602) 877-3033,https://www.elzaguanbistro.com/,"Phoenix, USA",mexican restaurant,restaurant
Nassim Hill Bakery Bistro Bar,nassimhill@imaginings.com.sg,9099 6405,http://www.nassimhill.com.sg/,Singapore,bistro,restaurant
Chip Bee Bistro,host@chipbeebistro.com,,https://www.chipbeebistro.com/,Singapore,bistro,restaurant
Filo Bistro,hello@filobistro.com,8347 5888,https://www.filobistro.com/,Singapore,bistro,restaurant
Bistro Papillon,bonjour@bistropapillon.com.au,(02) 9262 2402,https://www.bistropapillon.com.au/,"Sydney, Australia",bistro,restaurant
Bistro George,media@jacksonsongeorge.com.au,(02) 8027 9997,https://jacksonsongeorge.com.au/bistro-george/,"Sydney, Australia",bistro,restaurant
Bistro Rex Restaurant,hello@bistrorex.com.au,(02) 9332 2100,http://www.bistrorex.com.au/,"Sydney, Australia",french restaurant,restaurant
Bistro St Jacques,info@bistrostjacques.com.au,0478 705 704,https://www.bistrostjacques.com.au/,"Sydney, Australia",bistro,restaurant
"Loulou Bistro, Boulangerie & Traiteur",hello@loulou.sydney,(02) 8000 7800,https://loulou.sydney/,"Sydney, Australia",french restaurant,restaurant
The Bistro 19,hello@thebistro19.com.au,0478 744 494,https://thebistro19.com.au/,"Sydney, Australia",restaurant,restaurant
Bistro Moncur,reservations@bistromoncur.com,(02) 9327 9713,http://www.bistromoncur.com.au/,"Sydney, Australia",french restaurant,restaurant
Bistro Mosman,dine@bistromosman.com.au,(02) 9969 7022,https://www.thebuena.com.au/bistromosman/,"Sydney, Australia",mediterranean restaurant,restaurant
Manon Brasserie,bookings@manonbrasserie.com.au,(02) 9051 2008,https://www.manonbrasserie.com.au/?gclid=Cj0KCQjwqPGUBhDwARIsANNwjV7JFrjVKr54nEuP9x-3At_yqkYaW3c9fPcllCjlwVwZ-6JvQyx4tZQaAi4PEALw_wcB,"Sydney, Australia",breakfast restaurant,restaurant
Bistro Ebony,manager@bistroebony.com.au,(02) 9150 5230,https://www.bistroebony.com.au/,"Sydney, Australia",restaurant,restaurant
Bistrot de Paris,contato@bistrotdeparis.com.br,(11) 3063-1675,https://bistrotdeparis.com.br/,"São Paulo, Brazil",bistro,restaurant
Bistrô L’Hotel,reservations@portobay.pt,(11) 2183-0500,https://www.portobay.com/en/restaurants/restaurants-sao-paulo/bistro-lhotel/,"São Paulo, Brazil",restaurant,restaurant
Le Bife,contato@lebife.com.br,(11) 4324-0783,http://www.lebife.com.br/,"São Paulo, Brazil",restaurant,restaurant
LE BISTRO,lebistro@huge.co.jp,03-6635-1030,https://www.huge.co.jp/restaurant/french/lebistro,"Tokyo, Japan",french restaurant,restaurant
The Bistro,info@hotel-chinzanso.com,03-3943-6936,http://hotel-chinzanso-tokyo.jp/restaurant/bistro/,"Tokyo, Japan",bistro,restaurant
Chez Olivier,chezolivier@chezolivier.co.jp,050-5487-1412,http://www.chezolivier.co.jp/index.html,"Tokyo, Japan",french restaurant,restaurant
Le Baratin,lebaratinyyz@gmail.com,(416) 534-8800,http://www.lebaratin.ca/,"Toronto, Canada",bistro,restaurant
Cheffry's Artisanal Bistro,cheffry@cheffrysbistro.com,(437) 996-7357,https://cheffrysbistro.com/,"Toronto, Canada",restaurant,restaurant
Jules Bistro,924queenwest@bistro-jules.com,(416) 533-5454,http://www.bistro-jules.com/,"Toronto, Canada",bistro,restaurant
Maison T,maisont@maisontbistro.com,(416) 551-9898,http://www.maisontbistro.com/,"Toronto, Canada",restaurant,restaurant
Muse Bistro + Bar,salut@musebistroandbar.com,(416) 572-7200,https://musebistroandbar.com/,"Toronto, Canada",bistro,restaurant
Jazz Bistro,events@jazzbistro.ca,(416) 363-5299,https://jazzbistro.ca/,"Toronto, Canada",restaurant,restaurant
The Broadview Bistro + Bar,info@thebroadviewhotel.ca,(416) 362-8439,https://www.thebroadviewhotel.ca/,"Toronto, Canada",restaurant,restaurant
Alouette Bistro,info@alouettevancouver.com,(604) 689-8862,http://alouettevancouver.com/,"Vancouver, Canada",french restaurant,restaurant
Absinthe Bistro,info@bistroabsinthe.com,(604) 566-9053,http://www.bistroabsinthe.com/,"Vancouver, Canada",bistro,restaurant
Bacchus Restaurant & Lounge,catering@wedgewoodhotel.com,(604) 608-5319,https://wedgewoodhotel.com/dining/bacchus-restaurant/,"Vancouver, Canada",european restaurant,restaurant
L'Abattoir,info@labattoir.ca,(604) 568-1701,https://www.labattoir.ca/,"Vancouver, Canada",restaurant,restaurant
Scarlett Green,reservations@daisygreenfood.com,020 3653 2010,http://www.daisygreenfood.com/,"London, UK",breakfast restaurant,restaurant
République Café Bakery & République Restaurant,events@republiquela.com,(310) 362-6115,http://www.republiquela.com/,"Los Angeles, USA",french restaurant,restaurant
In Common NYC - A Breakfast & Brunch Restaurant,weare@incommonnyc.com,(646) 370-3099,https://www.incommonnyc.com/,"New York City, USA",breakfast restaurant,restaurant
Grace Street Coffee & Desserts,hello@bygracestreet.com,(917) 540-2776,https://www.bygracestreet.com/,"New York City, USA",dessert restaurant,restaurant
Cafe Sydney Restaurant,reservations@cafesydney.com,(02) 9251 8683,http://www.cafesydney.com/,"Sydney, Australia",cocktail bar,restaurant
Vogue Cafe Sydney,reservations@voguecafe.au,(02) 8529 8850,https://voguecafe.au/,"Sydney, Australia",restaurant,restaurant
11:59 Bar:Café,info@1159barcafe.com,(416) 730-8019,http://www.1159barcafe.com/,"Toronto, Canada",restaurant,restaurant
The Pantry,info@thepantry.nl,020 620 0922,https://www.thepantry.nl/?redirect=yes,"Amsterdam, Netherlands",dutch restaurant,restaurant
Black and Blue,info@restaurantblackandblue.nl,020 625 0807,https://www.restaurantblackandblue.nl/,"Amsterdam, Netherlands",steak house,restaurant
Restaurant Olijfje,info@restaurantolijfje.nl,020 330 4444,https://www.restaurantolijfje.nl/en,"Amsterdam, Netherlands",mediterranean restaurant,restaurant
De Blauwe Hollander,info@deblauwehollander.nl,020 627 0521,https://deblauwehollander.nl/,"Amsterdam, Netherlands",dutch restaurant,restaurant
Blue Amsterdam,welcome@blue-amsterdam.nl,020 427 3901,http://www.blue-amsterdam.nl/,"Amsterdam, Netherlands",restaurant,restaurant
Florentin brunch,info@florentinbrunch.com,020 770 5984,http://florentinbrunch.com/,"Amsterdam, Netherlands",brunch restaurant,restaurant
The Seafood Bar,info@theseafoodbar.com,020 261 1563,https://www.theseafoodbar.com/,"Amsterdam, Netherlands",seafood restaurant,restaurant
Restaurant De Belhamel,info@belhamel.nl,020 622 1095,https://www.belhamel.nl/,"Amsterdam, Netherlands",french restaurant,restaurant
Moeders,info@moeders.com,020 626 7957,http://www.moeders.com/,"Amsterdam, Netherlands",dutch restaurant,restaurant
Restaurant Zaza's,info@zazas.nl,020 673 6333,http://www.zazas.nl/,"Amsterdam, Netherlands",restaurant,restaurant
Pesca Seafood Restaurant Amsterdam,hamburg@pesca.restaurant,020 334 5136,https://pesca.restaurant/,"Amsterdam, Netherlands",seafood restaurant,restaurant
Restaurant Black Olive Amsterdam,info@restaurantblackolive.nl,06 28079666,http://www.restaurantblackolive.nl/,"Amsterdam, Netherlands",restaurant,restaurant
Senses Restaurant,welcome@sensesrestaurant.nl,020 530 6266,http://www.sensesrestaurant.nl/,"Amsterdam, Netherlands",restaurant,restaurant
Café-Restaurant Amsterdam,info@cradam.nl,020 682 2666,https://cradam.nl/,"Amsterdam, Netherlands",restaurant,restaurant
Café restaurant van Kerkwijk,gaspard@qodeinteractive.com,020 620 3316,https://www.vankerkwijk.com/,"Amsterdam, Netherlands",restaurant,restaurant
Umami by Han Amsterdam,hello@villenoir.com,020 280 1379,http://umami-restaurant.com/,"Amsterdam, Netherlands",asian fusion restaurant,restaurant
BLESS Restaurant,hello@bless-restaurants.com,030 20619795,https://bless-restaurants.com/,"Berlin, Germany",asian restaurant,restaurant
Schnitzelei Mitte,mitte@schnitzelei.de,030 32519422,https://schnitzelei.de/mitte/,"Berlin, Germany",german restaurant,restaurant
Zur Gerichtslaube,info@gerichtslaube.de,030 2415697,http://www.gerichtslaube.de/,"Berlin, Germany",german restaurant,restaurant
Amrit,info@amrit.de,030 28884840,https://www.amrit.de/,"Berlin, Germany",indian restaurant,restaurant
Restaurant Facil,welcome@facil.de,030 590051234,https://facil.de/de/,"Berlin, Germany",fine dining restaurant,restaurant
