business_name,address,owner_name,email,phone,website,category,city,source
Boxcar Social Laneway,"End of alleyway, 298 Markham St, Toronto, ON M6G 1A5, Canada",,reservations@boxcarsocial.ca,(844) 726-9227,https://boxcarsocial.ca/pages/laneway,cafe,"Toronto, Canada",google_maps
11:59 Bar:Café,"70 Temperance St Unit 1, Toronto, ON M5H 0B2, Canada",,info@1159barcafe.com,(416) 730-8019,http://www.1159barcafe.com/,restaurant,"Toronto, Canada",google_maps
7 West Cafe,"7 Charles St W, Toronto, ON M4Y 1R4, Canada",,7west.management@gmail.com,(416) 928-9041,http://www.7westcafe.com/,cafe,"Toronto, Canada",google_maps
Rooster Coffee House,"568 Jarvis St, Toronto, ON M4Y 0C1, Canada",,hello@roostercoffeehouse.com,(647) 530-4779,http://www.roostercoffeehouse.com/,coffee shop,"Toronto, Canada",google_maps
The Pantry,"Leidsekruisstraat 21, 1017 RE Amsterdam, Netherlands",,info@thepantry.nl,020 620 0922,https://www.thepantry.nl/?redirect=yes,dutch restaurant,"Amsterdam, Netherlands",google_maps
Black and Blue,"Leliegracht 46, 1015 DH Amsterdam, Netherlands",,info@restaurantblackandblue.nl,020 625 0807,https://www.restaurantblackandblue.nl/,steak house,"Amsterdam, Netherlands",google_maps
Restaurant Olijfje,"Valkenburgerstraat 223D, 1011 MJ Amsterdam, Netherlands",,info@restaurantolijfje.nl,020 330 4444,https://www.restaurantolijfje.nl/en,mediterranean restaurant,"Amsterdam, Netherlands",google_maps
De Blauwe Hollander,"Leidsekruisstraat 28, 1017 RJ Amsterdam, Netherlands",,info@deblauwehollander.nl,020 627 0521,https://deblauwehollander.nl/,dutch restaurant,"Amsterdam, Netherlands",google_maps
Blue Amsterdam,"Winkelcentrum Kalverpassage, Singel 457, 1012 WP Amsterdam, Netherlands",,welcome@blue-amsterdam.nl,020 427 3901,http://www.blue-amsterdam.nl/,restaurant,"Amsterdam, Netherlands",google_maps
Florentin brunch,"Eerste Sweelinckstraat 20, 1073 CM Amsterdam, Netherlands",,info@florentinbrunch.com,020 770 5984,http://florentinbrunch.com/,brunch restaurant,"Amsterdam, Netherlands",google_maps
The Seafood Bar,"Damrak 213, 1012 ZH Amsterdam, Netherlands",,info@theseafoodbar.com,020 261 1563,https://www.theseafoodbar.com/,seafood restaurant,"Amsterdam, Netherlands",google_maps
Restaurant De Belhamel,"Brouwersgracht 60, 1013 GX Amsterdam, Netherlands",,info@belhamel.nl,020 622 1095,https://www.belhamel.nl/,french restaurant,"Amsterdam, Netherlands",google_maps
Moeders,"Rozengracht 251, 1016 SX Amsterdam, Netherlands",,info@moeders.com,020 626 7957,http://www.moeders.com/,dutch restaurant,"Amsterdam, Netherlands",google_maps
Restaurant Zaza's,"Daniël Stalpertstraat 103, 1072 XD Amsterdam, Netherlands",,info@zazas.nl,020 673 6333,http://www.zazas.nl/,restaurant,"Amsterdam, Netherlands",google_maps
Pesca Seafood Restaurant Amsterdam,"Rozengracht 133, 1016 LV Amsterdam, Netherlands",,hamburg@pesca.restaurant,020 334 5136,https://pesca.restaurant/,seafood restaurant,"Amsterdam, Netherlands",google_maps
Restaurant Black Olive Amsterdam,"Markenplein 30 A, 1011 MV Amsterdam, Netherlands",,info@restaurantblackolive.nl,06 28079666,http://www.restaurantblackolive.nl/,restaurant,"Amsterdam, Netherlands",google_maps
Senses Restaurant,"Vijzelstraat 45, 1017 HE Amsterdam, Netherlands",,welcome@sensesrestaurant.nl,020 530 6266,http://www.sensesrestaurant.nl/,restaurant,"Amsterdam, Netherlands",google_maps
Café-Restaurant Amsterdam,"Watertorenplein 6, 1051 PA Amsterdam, Netherlands",,info@cradam.nl,020 682 2666,https://cradam.nl/,restaurant,"Amsterdam, Netherlands",google_maps
Café restaurant van Kerkwijk,"Nes 41, 1012 KC Amsterdam, Netherlands",,gaspard@qodeinteractive.com,020 620 3316,https://www.vankerkwijk.com/,restaurant,"Amsterdam, Netherlands",google_maps
Umami by Han Amsterdam,"Overtoom 31HS, 1054 HB Amsterdam, Netherlands",,hello@villenoir.com,020 280 1379,http://umami-restaurant.com/,asian fusion restaurant,"Amsterdam, Netherlands",google_maps
BLESS Restaurant,"Hausvogteipl. 10, 10117 Berlin, Germany",,hello@bless-restaurants.com,030 20619795,https://bless-restaurants.com/,asian restaurant,"Berlin, Germany",google_maps
Schnitzelei Mitte,"Chausseestr. 8, Novalisstraße 11, 10115 Berlin, Germany",,mitte@schnitzelei.de,030 32519422,https://schnitzelei.de/mitte/,german restaurant,"Berlin, Germany",google_maps
Zur Gerichtslaube,"Poststraße 28, 10178 Berlin, Germany",,info@gerichtslaube.de,030 2415697,http://www.gerichtslaube.de/,german restaurant,"Berlin, Germany",google_maps
Amrit,"Oranienburger Str. 45, 10117 Berlin, Germany",,info@amrit.de,030 28884840,https://www.amrit.de/,indian restaurant,"Berlin, Germany",google_maps
Restaurant Facil,"Potsdamer Str. 3, 10785 Berlin, Germany",,welcome@facil.de,030 590051234,https://facil.de/de/,fine dining restaurant,"Berlin, Germany",google_maps
Gaffel Haus Berlin - Das Kölsche Konsulat in der Hauptstadt,"Direkt neben dem Maritim proArte Hotel, Dorotheenstraße 65, 10117 Berlin, Germany",,berlin@gaffel-haus.de,030 31011693,http://www.gaffel-haus-berlin.de/,german restaurant,"Berlin, Germany",google_maps
Restaurant Trattoria Portofino,"Gubener Str. 48, 10243 Berlin, Germany",,info@portofino-trattoria.de,030 23910610,http://www.portofino-trattoria.de/,italian restaurant,"Berlin, Germany",google_maps
Boulevard Friedrichstrasse,"Friedrichstraße 106C, 10117 Berlin, Germany",,mail@boulevard-friedrichstrasse.de,030 2833437,http://www.boulevard.berlin/,german restaurant,"Berlin, Germany",google_maps
Alt-Berliner Wirtshaus,"Wilhelmstraße 77, 10117 Berlin, Germany",,wirtshaus@hamanns-gastronomie.de,030 22488205,http://www.altberliner-wirtshaus.de/,german restaurant,"Berlin, Germany",google_maps
Ständige Vertretung,"Schiffbauerdamm 8, 10117 Berlin, Germany",,berlin@staev.de,030 2823965,https://www.staev.de/berlin-mitte.html,german restaurant,"Berlin, Germany",google_maps
Dicke Wirtin,"Carmerstraße 9, 10623 Berlin, Germany",,post@dicke-wirtin.de,030 3124952,https://dicke-wirtin.de/,german restaurant,"Berlin, Germany",google_maps
Restauration 1840,"Am Zwirngraben 8-10, 10178 Berlin, Germany",,restaurant@berlin-1840.de,030 24727401,https://www.berlin-1840.de/,german restaurant,"Berlin, Germany",google_maps
Alla Vita,"564 W Randolph St, Chicago, IL 60661, USA",,info@allavitachicago.com,(312) 667-0104,https://www.allavitachicago.com/,restaurant,"Chicago, USA",google_maps
Boka,"1729 N Halsted St, Chicago, IL 60614, USA",,events@bokachicago.com,(312) 337-6070,http://www.bokachicago.com/,american restaurant,"Chicago, USA",google_maps
The Berghoff Restaurant,"17 W Adams St, Chicago, IL 60603, USA",,jamaal@berghoff.com,(312) 427-3170,https://www.theberghoff.com/,german restaurant,"Chicago, USA",google_maps
Roanoke Restaurant,"135 W Madison St, Chicago, IL 60602, USA",,info@roanokehospitality.com,(312) 361-3800,http://www.theroanokerestaurant.com/,cocktail bar,"Chicago, USA",google_maps
Cindy's Rooftop,"12 S Michigan Ave, Chicago, IL 60603, USA",,cindysinfo@caa.bokagrp.com,(312) 792-3502,http://www.cindysrooftop.com/,restaurant,"Chicago, USA",google_maps
Bungalow,"407 Main St, Houston, TX 77002, USA",,reservation@alifehospitality.com,(713) 393-7868,https://bungalowdining.com/,steak house,"Houston, USA",google_maps
State of Grace,"3258 Westheimer Rd, Houston, TX 77098, USA",,eventsstateofgrace@rocketfarmrestaurants.com,(832) 942-5080,http://www.stateofgracetx.com/,american restaurant,"Houston, USA",google_maps
JOEY Uptown,"5045 Westheimer Rd Suite X01, Houston, TX 77056, USA",,accessibility@joeyrestaurants.com,(346) 646-5639,https://joeyrestaurants.com/location/joey-uptown,restaurant,"Houston, USA",google_maps
Nancy's Hustle,"2704 Polk St A, Houston, TX 77003, USA",,info@nancyshustle.com,(346) 571-7931,http://nancyshustle.com/,american restaurant,"Houston, USA",google_maps
La Fisheria,"213 Milam St, Houston, TX 77002, USA",,lafisheria.downtown@gmail.com,(713) 802-1712,http://www.lafisheriahtx.com/,mexican restaurant,"Houston, USA",google_maps
Josephine's,"318 Gray St, Houston, TX 77002, USA",,josephinesgulfcoast@gmail.com,(713) 527-8988,https://josephinesgulfcoasttradition.com/,seafood restaurant,"Houston, USA",google_maps
Moxies Houston Restaurant,"5000 Westheimer Rd, Houston, TX 77056, USA",,jdesjardins@eatzhospitality.com,(346) 571-6164,https://moxies.com/restaurants/houston?utm_source=GMB&utm_medium=google-location-listing&utm_campaign=organic,restaurant,"Houston, USA",google_maps
Tattu London,"The Now Building Rooftop, Outernet, Denmark St, London WC2H 0LA, UK",,london@tattu.co.uk,020 3778 1985,https://tattu.co.uk/locations/tattu-london/,asian restaurant,"London, UK",google_maps
HIDE,"85 Piccadilly, London W1J 7NB, UK",,info@hide.co.uk,020 3146 8666,https://hide.co.uk/?utm_source=gbp&utm_medium=organic,fine dining restaurant,"London, UK",google_maps
The Wolseley,"160 Piccadilly, London W1J 9EB, UK",,reservations@thewolseley.com,020 7499 6996,http://www.thewolseley.com/,british restaurant,"London, UK",google_maps
Rules,"35 Maiden Ln, London WC2E 7LB, UK",,pr@rules.co.uk,020 7836 5314,http://www.rules.co.uk/,british restaurant,"London, UK",google_maps
Blacklock Covent Garden,"16a Bedford St, London WC2E 9HE, UK",,coventgarden@theblacklock.com,020 3034 1394,https://theblacklock.com/coventgarden-reservations/?utm_source=GMB&utm_medium=website+click&utm_campaign=SDM&utm_id=GMB,restaurant,"London, UK",google_maps
Berners Tavern,"10 Berners St, London W1T 3NP, UK",The Team Contact,eh.loneb.events@editionhotels.com,020 7908 7979,http://www.bernerstavern.com/,british restaurant,"London, UK",google_maps
Ekstedt at The Yard,"3-5 Great Scotland Yard, London SW1A 2HN, UK",,enquiries.ekstedt@greatscotlandyard.com,020 7925 4749,https://www.ekstedtattheyard.com/,scandinavian restaurant,"London, UK",google_maps
Bantof,"31 Great Windmill St, London W1D 7LW, UK",,info@bantof.com,07548 373755,https://bantof.com/,restaurant,"London, UK",google_maps
OMA,"3 Bedale St, London SE1 9AL, UK",,hello@oma.london,020 8129 6760,http://oma.london/,greek restaurant,"London, UK",google_maps
Nonos,"112 Judd St, London WC1H 9NT, UK",,contact@nonos.co.uk,020 7278 9700,http://nonos.co.uk/,greek restaurant,"London, UK",google_maps
Osteria romana,"3-4 Park Cl, London SW1X 7PQ, UK",,info@osteriaromana.co.uk,020 7584 5819,http://osteriaromana.co.uk/,italian restaurant,"London, UK",google_maps
Inca London,"8-9 Argyll St, London W1F 7TF, UK",,reservations@incalondon.com,020 7734 6066,http://www.incalondon.com/home,south american restaurant,"London, UK",google_maps
Redbird,"114 E 2nd St, Los Angeles, CA 90012, USA",,info@redbird.la,(213) 788-1191,http://www.redbird.la/,brunch restaurant,"Los Angeles, USA",google_maps
Philippe The Original,"1001 N Alameda St, Los Angeles, CA 90012, USA",,customerservice@philippes.com,(213) 628-3781,https://www.philippes.com/,sandwich shop,"Los Angeles, USA",google_maps
Oste,"8142 W 3rd St, Los Angeles, CA 90048, USA",,ostelosangeles@outlook.com,(323) 413-2372,http://ostelosangeles.com/,italian restaurant,"Los Angeles, USA",google_maps
Farmer's Daughters,"95 Exhibition Street, 80 Collins Precinct, Melbourne VIC 3000, Australia",,info@farmersdaughters.com.au,(03) 9116 8682,https://www.farmersdaughters.com.au/?utm_source=Google&utm_medium=GMB&utm_campaign=Map,restaurant,"Melbourne, Australia",google_maps
NOMAD Melbourne,"187 Flinders Ln, Melbourne VIC 3000, Australia",,eat@nomad.melbourne,(03) 9021 5240,https://nomad.melbourne/,restaurant,"Melbourne, Australia",google_maps
Maha Restaurant,"21 Bond St, Melbourne VIC 3000, Australia",,admin@maharestaurant.com.au,(03) 9629 5900,http://maharestaurant.com.au/,middle eastern restaurant,"Melbourne, Australia",google_maps
Freyja,"477 Collins St, Melbourne VIC 3000, Australia",,hello@freyjarestaurant.com,(03) 8688 7141,https://www.freyjarestaurant.com/,restaurant,"Melbourne, Australia",google_maps
Gimlet,"33 Russell St, Melbourne VIC 3000, Australia",,frontdesk@gimlet.melbourne,(03) 9277 9777,https://gimlet.melbourne/,restaurant,"Melbourne, Australia",google_maps
La Cucina Melbourne,"Corner of Cosgrave lane, opposite Holey Moley, 628 Little Bourke St, Melbourne VIC 3000, Australia",,info@lacucinamelbourne.com.au,(03) 8456 7682,https://www.lacucinamelbourne.com.au/,italian restaurant,"Melbourne, Australia",google_maps
Supernormal,"180 Flinders Ln, Melbourne VIC 3000, Australia",,info@supernormal.net.au,(03) 9650 8688,http://www.supernormal.net.au/,asian fusion restaurant,"Melbourne, Australia",google_maps
Palermo,"401 Little Bourke St, Melbourne VIC 3000, Australia",,info@palermo.melbourne,(03) 9002 1600,https://www.palermo.melbourne/?utm_source=google&utm_medium=gmb,argentinian restaurant,"Melbourne, Australia",google_maps
Tipo 00,"361 Little Bourke St, Melbourne VIC 3000, Australia",,eat@tipooo.com.au,(03) 9942 3946,https://www.tipo00.com.au/,italian restaurant,"Melbourne, Australia",google_maps
Vue de monde,"55 Rialto Towers, 525 Collins St, Melbourne VIC 3000, Australia",,vuedemonde@vuedemonde.com.au,(03) 9691 3888,http://www.vuedemonde.com.au/,fine dining restaurant,"Melbourne, Australia",google_maps
Kiss & Tell,"Level 1/37-41 Little Bourke St, Melbourne VIC 3000, Australia",,info@mamasdininggroup.com.au,(03) 9095 6614,http://kissandtell.melbourne/,asian fusion restaurant,"Melbourne, Australia",google_maps
Society,"80 Collins St, Melbourne VIC 3000, Australia",,bookings@societyrestaurant.com,(03) 8618 8900,https://www.societyrestaurant.com/,restaurant,"Melbourne, Australia",google_maps
The George on Collins,"162-168 Collins St, Melbourne VIC 3000, Australia",,info@thegeorgeoncollins.com.au,(03) 9663 7226,http://www.thegeorgeoncollins.com.au/,asian restaurant,"Melbourne, Australia",google_maps
Sezar Restaurant,"6 Melbourne Pl, Melbourne VIC 3000, Australia",,info@sezar.com.au,(03) 9663 9882,http://sezar.com.au/,eastern european restaurant,"Melbourne, Australia",google_maps
MoVida,"1 Hosier Ln, Melbourne VIC 3000, Australia",,reservations@movida.com.au,(03) 9663 3038,https://www.movida.com.au/,spanish restaurant,"Melbourne, Australia",google_maps
Osteria Ilaria,"367 Little Bourke St, Melbourne VIC 3000, Australia",,eat@osteriailaria.com,(03) 9642 2287,http://www.osteriailaria.com/,italian restaurant,"Melbourne, Australia",google_maps
Chin Chin,"125 Flinders Ln, Melbourne VIC 3000, Australia",,eat@chinchinrestaurant.com.au,(03) 8663 2000,https://www.chinchin.melbourne/,asian restaurant,"Melbourne, Australia",google_maps
Meatmaiden,"195 Little Collins St, Melbourne VIC 3000, Australia",,info@meatmaiden.com.au,(03) 9078 7747,http://www.meatmaiden.com.au/,steak house,"Melbourne, Australia",google_maps
Crazy About You,"1155 Brickell Bay Dr PH101, Miami, FL 33131, USA",,info@passionrestaurantgroup.com,(305) 377-4442,https://passionrestaurantgroup.com/restaurants/crazy-about-you/,american restaurant,"Miami, USA",google_maps
CASA NEOS,"40 SW North River Dr, Miami, FL 33128, USA",,reservations@casa-neos.com,(305) 800-6367,https://www.casa-neos.com/,mediterranean restaurant,"Miami, USA",google_maps
Gordon Ramsay Hell's Kitchen - Miami,"333 Biscayne Blvd Way, Miami, FL 33131, USA",,rgrhigh@gordonramsay.com,(786) 688-0082,https://www.gordonramsayrestaurants.com/en/us/hells-kitchen/locations/miami,restaurant,"Miami, USA",google_maps
Komodo Miami,"801 Brickell Ave, Miami, FL 33131, USA",,info@komodomiami.com,(305) 534-2211,https://komodomiami.com/,restaurant,"Miami, USA",google_maps
Fiore Caffe Miami,"228 SE 1st St, Miami, FL 33131, USA",,fiorecafemiami@gmail.com,(786) 558-5152,https://fiorecaffemiami.com/,breakfast restaurant,"Miami, USA",google_maps
Mayami Wynwood,"127 NW 23rd St, Miami, FL 33127, USA",,info@mayamiwynwood.com,(786) 660-1341,https://www.mayamiwynwood.com/,restaurant,"Miami, USA",google_maps
Marabu Restaurant,"701 S Miami Ave Fl 4, Miami, FL 33131, USA",,hello@maraburestaurant.com,(786) 598-8012,https://www.maraburestaurant.com/,restaurant,"Miami, USA",google_maps
Moxies Miami Restaurant,"900 S Miami Ave #161, Miami, FL 33130, USA",,adeleon@eatzhospitality.com,(305) 549-8997,https://moxies.com/restaurants/miami-mary-brickell?utm_source=GMB&utm_medium=google-location-listing&utm_campaign=organic,restaurant,"Miami, USA",google_maps
Santorini by Georgios,"101 Ocean Dr # 101, Miami Beach, FL 33139, USA",,groups@santorinibygeorgios.com,(305) 672-6624,https://santorinibygeorgios.com/,greek restaurant,"Miami, USA",google_maps
Nusr-Et Steakhouse,"999 Brickell Ave, Miami, FL 33131, USA",,michelle.sabel@nusr-etus.com,(305) 415-9990,https://www.nusr-et.com.tr/distinctive-venues/miami.5.aspx?&utm_source=google+business+profile&utm_medium=organic&utm_content=gbp+link+website&utm_creative_format=gbp+link+website&business_id=15624168890025590037,steak house,"Miami, USA",google_maps
La Grande Boucherie,"145 W 53rd St, New York, NY 10019, USA",,contact_chicago@boucherieus.com,(212) 510-7714,https://www.boucherieus.com/,french restaurant,"New York City, USA",google_maps
The Smith,"1150 Broadway, New York, NY 10010, USA",,info@thesmithrestaurant.com,(212) 685-4500,https://thesmithrestaurant.com/location/nomad/,american restaurant,"New York City, USA",google_maps
Butter,"70 W 45th St, New York, NY 10036, USA",,reservations@butterrestaurant.com,(646) 719-1364,http://www.butterrestaurant.com/,american restaurant,"New York City, USA",google_maps
1803 NYC,"82 Reade St, New York, NY 10007, USA",,1803nyc@gmail.com,(212) 267-3000,https://1803nyc.com/,cajun restaurant,"New York City, USA",google_maps
Eataly,"101 Liberty St, New York, NY 10007, USA",Our Makers,customerservice@eataly.com,(212) 897-2895,https://www.eataly.com/us_en/stores/nyc-downtown/restaurants,italian restaurant,"New York City, USA",google_maps
Minetta Tavern,"113 MacDougal St, New York, NY 10012, USA",,events@minettatavernny.com,(212) 475-3850,http://www.minettatavernny.com/,french restaurant,"New York City, USA",google_maps
Atera,"77 Worth St, New York, NY 10013, USA",,reservations@ateranyc.com,(212) 226-1444,http://www.ateranyc.com/,american restaurant,"New York City, USA",google_maps
Le Marais Restaurant Paris,"47 R. de Turbigo, 75003 Paris, France",Cem A.,contact@privateaser.com,09 87 36 09 13,https://www.privateaser.com/lieu/44897-le-marais-restaurant,mediterranean restaurant,"Paris, France",google_maps
Chouchou,"23 Bd de Sébastopol, 75001 Paris, France",,restauchouchou@gmail.com,01 45 08 02 03,http://www.restaurantchouchouparis.fr/,french restaurant,"Paris, France",google_maps
Epicure,"112 Rue du Faubourg Saint-Honoré, 75008 Paris, France",Arnaud Faye,epicure@oetkerhotels.com,01 53 43 43 40,https://www.oetkerhotels.com/hotels/le-bristol-paris/restaurants-bars/epicure/?utm_source=google&utm_medium=organic&utm_campaign=google_local_epicure,fine dining restaurant,"Paris, France",google_maps
Restaurant Guy Savoy,"11 Quai de Conti, 75006 Paris, France",,reserv@guysavoy.com,01 43 80 40 61,http://www.guysavoy.com/,french restaurant,"Paris, France",google_maps
Au Vieux Comptoir,"17 Rue des Lavandières Sainte-Opportune, 75001 Paris, France",,auvieuxcomptoir@gmail.com,01 45 08 53 08,https://www.au-vieux-comptoir.com/,french restaurant,"Paris, France",google_maps
Pur' - Jean-François Rouquette,"5 Rue de la Paix, 75002 Paris, France",,reservations.restaurants@hyatt.com,01 58 71 10 60,https://www.paris-restaurant-pur.fr/,fine dining restaurant,"Paris, France",google_maps
Hustlers. Syd,"LG/24 York St, Sydney NSW 2000, Australia",,hello@hustlerssyd.com.au,0402 641 929,http://www.hustlerssyd.com.au/,asian fusion restaurant,"Sydney, Australia",google_maps
The Blue Door,"8/38 Waterloo St, Surry Hills NSW 2010, Australia",,eat@thebluedoorsurryhills.com.au,0417 909 635,http://www.thebluedoorsurryhills.com.au/,fine dining restaurant,"Sydney, Australia",google_maps
Bennelong,"Sydney Opera House, Bennelong Point, Sydney NSW 2000, Australia",The Team,reservations@bennelong.com.au,(02) 9240 8000,http://www.bennelong.com.au/,australian restaurant,"Sydney, Australia",google_maps
Aalia Restaurant Sydney,"Shop 7.07-7.08/25 Martin Pl, Sydney NSW 2000, Australia",,info@aaliarestaurant.com,(02) 9182 5880,https://www.aaliarestaurant.com/?utm_content=AALIA+Restaurant+Sydney&utm_campaign=Google+My+Business&utm_medium=organic&utm_source=google&utm_term=plcid_6952976032146166324,middle eastern restaurant,"Sydney, Australia",google_maps
Cafe Medina,"780 Richards St, Vancouver, BC V6B 2W1, Canada",,reservations@medinacafe.com,(604) 879-3114,http://www.medinacafe.com/,cafe,"Vancouver, Canada",google_maps
"Perfecto Cafe, Bakery & Gelato (Davie)","605 Davie St, Vancouver, BC V6B 2G6, Canada",,info@perfectocafe.ca,(604) 428-2112,https://www.perfectocafe.ca/,cafe,"Vancouver, Canada",google_maps
