business_name,address,owner_name,email,phone,website,category,city,source
Kaffee Momente Berlin - Café Berlin,"Bötzowstraße 21, 10407 Berlin, Germany",,kaffeemomente@gmail.com,01573 2192174,https://kaffee-momente.eatbu.com/?lang=de,coffee shop,"Berlin, Germany",google_maps
Bonanza Coffee Roasters,"Adalbertstraße 70, 10999 Berlin, Germany",,,,http://www.bonanzacoffee.de/,coffee roastery,"Berlin, Germany",google_maps
Father Carpenter,"Münzstraße 21, 10178 Berlin, Germany",,,,http://www.fathercarpenter.com/,coffee roastery,"Berlin, Germany",google_maps
Mandarin Coffee Roastery,"Sophienstraße 10, 10178 Berlin, Germany",,,,,coffee shop,"Berlin, Germany",google_maps
Five Elephant Mitte,"Alte Schönhauser Str. 14, 10119 Berlin, Germany",,,,http://www.fiveelephant.com/,coffee roastery,"Berlin, Germany",google_maps
nur coffee Berlin,"Friedrichstraße 183, 10117 Berlin, Germany",,berlin@nurcoffee.de,01522 5364827,https://nurcoffee.de/,coffee shop,"Berlin, Germany",google_maps
Magic Bitte,"Kufsteiner Str. 1, 10825 Berlin, Germany",,,,https://www.instagram.com/magicbitteberlin,coffee roastery,"Berlin, Germany",google_maps
Distrikt coffee,"Bergstraße 68, 10115 Berlin, Germany",,info@distriktcoffee.de,,http://distriktcoffee.de/,coffee shop,"Berlin, Germany",google_maps
Oslo Kaffebar,"Eichendorffstraße 13, 10115 Berlin, Germany",,oslokaffebar@gmail.com,,http://www.oslokaffebar.co/,coffee shop,"Berlin, Germany",google_maps
WhyNot Kaffee,"Pohlstraße 74, 10785 Berlin, Germany",,,,https://whynotkaffee.shop/,coffee shop,"Berlin, Germany",google_maps
BEAN HOUSE,"Nürnberger Str. 17, 10789 Berlin, Germany",,,0176 25113113,http://www.beanhouse.de/,coffee roastery,"Berlin, Germany",google_maps
Silo Coffee,"Gabriel-Max-Straße 4, 10245 Berlin, Germany",,hello@silo-coffee.com,030 62608833,https://www.silo-coffee.com/,coffee shop,"Berlin, Germany",google_maps
BEN RAHIM Berlin,"Sophienstraße 7A, 10178 Berlin, Germany",,,030 56002844,http://www.benrahim.de/,coffee shop,"Berlin, Germany",google_maps
Garçon de Café - Specialty coffee shop - Kaffee,"Invalidenstraße 65, 10557 Berlin, Germany",,,,https://www.garcondecafe.de/garcon-de-cafe-coffee-shop-in-der-naehe-vom-hauptbahnhof-berlin/,coffee shop,"Berlin, Germany",google_maps
Bonanza Coffee Heroes,"Oderberger Str. 35, 10435 Berlin, Germany",,,,http://www.bonanzacoffee.de/,coffee shop,"Berlin, Germany",google_maps
Cappuccino Grand Café - Mitte,"Tucholskystraße 36, 10117 Berlin, Germany",,,030 28444619,http://www.cappuccinograndcafe.de/,coffee roastery,"Berlin, Germany",google_maps
Leo's,"Greifswalder Str. 2, 10405 Berlin, Germany",,,030 50593889,,coffee shop,"Berlin, Germany",google_maps
Fauve Coffee Berlin,"Neue Schönhauser Str. 8, 10178 Berlin, Germany",,,,,coffee roastery,"Berlin, Germany",google_maps
Azahar Coffee Parque 93,"Cl 93b #13-91, Bogotá, Colombia",,,(601) 7442416,http://azaharcoffee.com/,coffee shop,"Bogotá, Colombia",google_maps
Érase una vez café de especialidad,"Cra. 38a #25-76 Piso 1, Bogotá, Colombia",,,322 8965669,https://www.eraseunavezcafedeespecialidad.com/,coffee shop,"Bogotá, Colombia",google_maps
Bogota Coffee Roasters,"Cl. 43 #19 - 30, Bogotá, Colombia",,,319 5827627,,cafe,"Bogotá, Colombia",google_maps
DV Café Especial.,"Centro histórico, Cl. 12b #4-06, La Candelaria, Bogotá, Colombia",,experiencias@divinocafeespecial.com,317 3810597,https://www.divinocafeespecial.com/,food store,"Bogotá, Colombia",google_maps
Bogota Coffee Roasters / Casa & Jardín,"Cl. 45a Bis #19-13, Teusaquillo, Bogotá, Cundinamarca, Colombia",,,319 5827627,,coffee shop,"Bogotá, Colombia",google_maps
Colo Coffee,"Kr 13 #83 - 19, Bogotá, Colombia",,,323 2315269,http://www.colo.coffee/,coffee roastery,"Bogotá, Colombia",google_maps
Casa Café Cultor,"Cl. 70a #9 - 44 Casa, Bogotá, Colombia",,tienda.casa@cafecultor.co,315 5431596,https://www.cafecultor.co/,cafe,"Bogotá, Colombia",google_maps
Arte y pasión Café: Escuela de baristas,"Cl. 10 #8 - 87, Bogotá, Colombia",,arteypasioncafe@gmail.com,317 5097835,https://arteypasioncafe.com/,cafe,"Bogotá, Colombia",google_maps
Tropicalia Coffee,"Cl. 81a #8-23, Bogotá, Colombia",,,322 6802553,https://www.tropicaliacoffee.com/,coffee shop,"Bogotá, Colombia",google_maps
Mundano Coffee Shop,"Dg. 40 #7-40, Bogotá, Colombia",,,300 5629440,https://www.facebook.com/cafemundano/,coffee shop,"Bogotá, Colombia",google_maps
Café Amor Perfecto Chapinero Alto,"Cra. 4 #66-46, Chapinero, Bogotá, Cundinamarca, Colombia",,,318 6294872,http://cafeamorperfecto.com/,coffee shop,"Bogotá, Colombia",google_maps
Café Casa Galería,"Cl. Del Embudo #12B - 92, Bogotá, Colombia",,,321 2683638,https://casagaleria.co/,coffee shop,"Bogotá, Colombia",google_maps
Café San Alberto Museo del Oro,"a 15-98, Cra. 6 #15-2, Bogotá, Colombia",,,316 5248264,http://www.cafesanalberto.com/,cafe,"Bogotá, Colombia",google_maps
Juan Valdez - Zona G,"Cl. 70 #6 – 09, Chapinero, Bogotá, Cundinamarca, Colombia",,cuentaconjuan@juanvaldezcafe.com,,https://juanvaldez.com/,coffee shop,"Bogotá, Colombia",google_maps
Café Cécile,"Cra. 4 #9 - 66, La Candelaria, Bogotá, Colombia",,,322 5382319,,coffee shop,"Bogotá, Colombia",google_maps
Orígenes Café,"Cl. 11 #2 - 98, La Candelaria, Bogotá, Colombia",,,310 4482318,,coffee shop,"Bogotá, Colombia",google_maps
Varietale Javeriana,"Cl. 41 #8-43, Bogotá, Colombia",,,324 2550397,http://www.varietale.com/,cafe,"Bogotá, Colombia",google_maps
Libertario Coffee Roasters - Calle 70a,"Cl. 70a # 5 - 37, Bogotá, Colombia",,,322 5112476,https://www.libertariocoffee.com/,cafe,"Bogotá, Colombia",google_maps
Café San Alberto Usaquén,"Cl. 117 # 6A-47 6a, Usaquén, Bogotá, Cundinamarca, Colombia",,,317 5026246,http://www.cafesanalberto.com/,cafe,"Bogotá, Colombia",google_maps
Café del Mercado,"Cra. 2 #11-88, La Candelaria, Bogotá, Cundinamarca, Colombia",,,,,coffee shop,"Bogotá, Colombia",google_maps
Café Tortoni,"Av. de Mayo 825, C1084 Cdad. Autónoma de Buenos Aires, Argentina",,tortoni@cafetortoni.com.ar,011 4342-4328,http://www.cafetortoni.com.ar/,coffee shop,"Buenos Aires, Argentina",google_maps
Confitería La Ideal,"Suipacha 384, C1008AAF Cdad. Autónoma de Buenos Aires, Argentina",,,011 15-6801-1519,https://laideal.ar/,coffee shop,"Buenos Aires, Argentina",google_maps
CCS Coffee Shop,"Bernardo de Irigoyen 356, C1072AAH Cdad. Autónoma de Buenos Aires, Argentina",,,011 15-2404-6013,,cafe,"Buenos Aires, Argentina",google_maps
El Gato Negro,"Av. Corrientes 1669, C1042AAC Cdad. Autónoma de Buenos Aires, Argentina",,,011 4374-1730,http://www.donvictoriano.com.ar/,coffee shop,"Buenos Aires, Argentina",google_maps
Import Coffee Co.,"Av. Corrientes 802, C1043 San Nicolas, Cdad. Autónoma de Buenos Aires, Argentina",,,,,coffee shop,"Buenos Aires, Argentina",google_maps
Vive Café,"C1414BTH, Costa Rica 5722, C1414BTH Cdad. Autónoma de Buenos Aires, Argentina",,,011 4774-5461,http://vivecafe.com.ar/,coffee shop,"Buenos Aires, Argentina",google_maps
TERRASOHO - Specialty Coffee,"Gorriti 4563, C1414 Cdad. Autónoma de Buenos Aires, Argentina",,,,https://www.instagram.com/terrasoho?igsh=MTV6aXl1cmFobXR1Ng==,coffee shop,"Buenos Aires, Argentina",google_maps
Toki Moment - Specialty Coffee,"Marcelo Torcuato de Alvear 664, C1058 Cdad. Autónoma de Buenos Aires, Argentina",,,,,coffee shop,"Buenos Aires, Argentina",google_maps
Full City Coffee Roasters,"Thames 1535, C1414 Cdad. Autónoma de Buenos Aires, Argentina",,oraclegym@gmail.com,,http://www.fullcity.com.ar/,coffee shop,"Buenos Aires, Argentina",google_maps
Tona Café,"Laprida 1218, C1425 Cdad. Autónoma de Buenos Aires, Argentina",,,,https://www.instagram.com/tona.cafe/,coffee shop,"Buenos Aires, Argentina",google_maps
LAB. Training Center & Coffee Shop,"C1414CTN, Humboldt 1542, C1414CTN Cdad. Autónoma de Buenos Aires, Argentina",,,011 6465-7008,https://shop.labcafe.com.ar/,coffee shop,"Buenos Aires, Argentina",google_maps
Lattente,"Thames 1891, C1414 Cdad. Autónoma de Buenos Aires, Argentina",,,,http://www.cafelattente.com/,coffee shop,"Buenos Aires, Argentina",google_maps
NEGRO Cueva de café,"Suipacha 637, C1006 Cdad. Autónoma de Buenos Aires, Argentina",,,,http://www.negrocuevadecafe.com/,coffee shop,"Buenos Aires, Argentina",google_maps
Seattle Cafe,"Charcas 4625, C1425BNQ Cdad. Autónoma de Buenos Aires, Argentina",,,011 6406-6534,https://instagram.com/seattle.ba,coffee shop,"Buenos Aires, Argentina",google_maps
Hobby - Café de Especialidad,"Guevara 91, C1427 Cdad. Autónoma de Buenos Aires, Argentina",,,,,coffee shop,"Buenos Aires, Argentina",google_maps
Ciao Cacao Specialty coffee,"Arévalo 1506, C1414CQF Cdad. Autónoma de Buenos Aires, Argentina",,,,https://menusa.app/11f06800dd7aae69a90916e19cb63237,coffee shop,"Buenos Aires, Argentina",google_maps
Tónico Café,"Riobamba 1173, C1116 Cdad. Autónoma de Buenos Aires, Argentina",,,,,coffee shop,"Buenos Aires, Argentina",google_maps
La Biela,"Av. Pres. Manuel Quintana 596, C1129 Cdad. Autónoma de Buenos Aires, Argentina",,,011 4804-0449,https://la-biela.shop/,cafe,"Buenos Aires, Argentina",google_maps
Cuervo Café,"El Salvador 4580, C1414 Cdad. Autónoma de Buenos Aires, Argentina",,,,http://www.cuervocafe.com/,cafe,"Buenos Aires, Argentina",google_maps
DOC Café,"Aráoz 645, C1414 Cdad. Autónoma de Buenos Aires, Argentina",,,011 6196-5270,http://doccafe.com.ar/,cafe,"Buenos Aires, Argentina",google_maps
Truth Coffee Roasting,"36 Buitenkant St, Cape Town City Centre, Cape Town, 8000, South Africa",,,021 201 7000,https://www.truth.capetown/,coffee roastery,"Cape Town, South Africa",google_maps
Rosetta Roastery Cafe (Bree Street),"101 Bree St, CBD, Cape Town, 8001, South Africa",,,021 447 4099,http://www.rosettaroastery.com/,coffee shop,"Cape Town, South Africa",google_maps
Origin Coffee Roasting,"28 Hudson St, De Waterkant, Cape Town, 8001, South Africa",,info@originroasting.co.za,021 421 1000,http://originroasting.co.za/,coffee roastery,"Cape Town, South Africa",google_maps
Hey Stranger Coffee Collective,"172 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",,,,,coffee shop,"Cape Town, South Africa",google_maps
THE 777 COFFEE SHOP,"City center, 66 Keerom St, Cape Town City Centre, Cape Town, 8000, South Africa",,,065 593 6130,,coffee shop,"Cape Town, South Africa",google_maps
Heaven Coffee Shop,"38 Burg St, Cape Town City Centre, Cape Town, 8000, South Africa",,,072 884 2057,,coffee shop,"Cape Town, South Africa",google_maps
The Ladder,"136 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",,theladderon136@gmail.com,082 451 1572,http://www.theladderon136.com/,cafe,"Cape Town, South Africa",google_maps
Ground Art Caffe,"160 Strand St, De Waterkant, Cape Town, 8001, South Africa",,info@groundartcaffe.co.za,021 418 1331,http://www.groundartcaffe.co.za/,coffee shop,"Cape Town, South Africa",google_maps
Halō Coffee,"In the foyer of, 117 Strand St, Cape Town City Centre, Cape Town, 8001, South Africa",,,083 297 3971,,coffee shop,"Cape Town, South Africa",google_maps
Molten Toffee.,"45b Kloof St, Gardens, Cape Town, 8001, South Africa",,,083 703 1162,,coffee shop,"Cape Town, South Africa",google_maps
Boston Coffee Roasters,"Cleveland St, Boston, Cape Town, 7530, South Africa",,info@bostoncoffee.co.za,066 374 2420,http://www.bostoncoffee.co.za/,coffee shop,"Cape Town, South Africa",google_maps
Pang Specialty Coffee,"93 Wale St, Cape Town, 8001, South Africa",,,084 202 5663,http://pangspecialty.com/,coffee shop,"Cape Town, South Africa",google_maps
Kamili Coffee on Long,"29 Shortmarket St &, Long St, Cape Town City Centre, Cape Town, 8000, South Africa",,info@kamilicoffee.co.za,083 226 4426,https://kamilicoffee.co.za/?utm_source=GMB&utm_medium=Long-Street-Listing,coffee shop,"Cape Town, South Africa",google_maps
Grind 4 Truth Coffee Shop,"Prestwich Memorial, 1 Somerset Rd, Green Point, Cape Town, 8005, South Africa",,,021 433 4083,,coffee shop,"Cape Town, South Africa",google_maps
The KAYA Cafe,"35 Loop St, Cape Town City Centre, Cape Town, 8001, South Africa",,hello.kayacafe@gmail.com,,https://thekayacafe.co.za/,coffee shop,"Cape Town, South Africa",google_maps
Naked coffee,"2 Wisbeach Rd, Sea Point, Cape Town, 8060, South Africa",,,021 433 1648,,coffee shop,"Cape Town, South Africa",google_maps
Sonder Café,"79 Lower Main Rd, Observatory, Cape Town, 7925, South Africa",,sonderobz@gmail.com,083 394 6672,http://sonderobz.com/,coffee shop,"Cape Town, South Africa",google_maps
Deluxe Coffeeworks,"171A Buitenkant St, Gardens, Cape Town, 8001, South Africa",,,076 767 3519,http://www.deluxecoffeeworks.co.za/,coffee shop,"Cape Town, South Africa",google_maps
The Blue Cafe,"13 Brownlow Rd, Tamboerskloof, Cape Town, 8001, South Africa",,laughing@thebluecafe.co.za,021 426 0250,http://www.thebluecafe.co.za/,coffee shop,"Cape Town, South Africa",google_maps
Pauline's,"277 Main Rd, Sea Point, Cape Town, 8005, South Africa",,,021 205 4466,http://paulinescoffee.com/,coffee shop,"Cape Town, South Africa",google_maps
Starbucks Reserve Roastery,"646 Michigan Ave, Chicago, IL 60611, USA",,,(312) 283-7100,https://www.starbucksreserve.com/locations/chicago-roastery,coffee shop,"Chicago, USA",google_maps
Sawada Coffee,"112 N Green St, Chicago, IL 60607, USA",,,(312) 344-1750,https://sawadacoffee.com/,coffee shop,"Chicago, USA",google_maps
