business_name,email,phone,website,city,address,owner_name,category
Twilight Cafe & Bar DT (Dundas),twilightcafe.midtown@gmail.com,(416) 815-2233,http://twilightcafe.ca/,"Toronto, Canada",,,cafe
Boxcar Social Laneway,reservations@boxcarsocial.ca,(844) 726-9227,https://boxcarsocial.ca/pages/laneway,"Toronto, Canada",,,cafe
7 West Cafe,7west.management@gmail.com,(416) 928-9041,http://www.7westcafe.com/,"Toronto, Canada",,,cafe
Rooster Coffee House,hello@roostercoffeehouse.com,(647) 530-4779,http://www.roostercoffeehouse.com/,"Toronto, Canada",,,coffee shop
Cafe Medina,reservations@medinacafe.com,(604) 879-3114,http://www.medinacafe.com/,"Vancouver, Canada",,,cafe
"Perfecto Cafe, Bakery & Gelato (Davie)",info@perfectocafe.ca,(604) 428-2112,https://www.perfectocafe.ca/,"Vancouver, Canada",,,cafe
Prototype Coffee,coffee@prototypecoffee.ca,(604) 251-6451,https://www.prototypecoffee.ca/,"Vancouver, Canada",,,cafe
Nelson the Seagull Cafe | Sourdough Baked Daily,info@nelsontheseagull.com,(604) 681-5776,http://www.nelsontheseagull.com/,"Vancouver, Canada",,,cafe
Café Intermezzo - Midtown,polson@cafeintermezzo.com,(404) 355-0411,http://www.cafeintermezzo.com/,"Atlanta, USA",,,cafe
Black Coffee Atlanta,contact@theblackcoffeecompany.com,(404) 482-1098,https://www.theblackcoffeecompany.com/black-coffee-atl,"Atlanta, USA",,,coffee shop
Carroll Street Cafe,carrollstreetcafe@gmail.com,(404) 577-2700,http://carrollstreetcabbagetown.com/,"Atlanta, USA",,,cafe
Café Lucia,cafelucia.shop@gmail.com,(404) 968-9658,http://cafelucia.shop/,"Atlanta, USA",,,coffee shop
Drip,dripatl@hotmail.com,(404) 627-7375,http://www.dripatlanta.com/,"Atlanta, USA",,,coffee shop
Omni Coffee & Eggs,info@omnicoffeeandeggs.com,(404) 254-2029,http://omnicoffeeandeggs.com/,"Atlanta, USA",,,cafe
Condesa Coffee,info@condesacoffee.com,(404) 524-5054,http://www.condesacoffee.com/oldfourthward,"Atlanta, USA",,,coffee shop
Black Coffee ATL,westside@blackcoffeeatl.com,(404) 343-1565,http://www.blackcoffeeatl.com/,"Atlanta, USA",,,coffee shop
Dalston Coffee Barcelona - Cafè d'especialitat - Coffee Roasters,info@dalstoncoffee.com,623 98 27 94,http://www.dalstoncoffee.com/,"Barcelona, Spain",,,cafe
Vera Cafè,veraacoffee@gmail.com,638 53 67 02,http://veraacafe.com/,"Barcelona, Spain",,,coffee shop
Bloome By Sasha | Brunch Sin Gluten Gótico,bloomebysasha@gmail.com,602 50 03 35,https://www.bloomebysasha.es/brunch-gotico,"Barcelona, Spain",,,dog cafe
Roast Club Café,info@roastclub.coffee,935 18 77 11,http://roastclub.coffee/,"Barcelona, Spain",,,cafe
paradero | Barcelona,info@paradero.eu,613 03 09 14,http://www.paradero.eu/,"Barcelona, Spain",,,cafeteria
Three Marks Coffee,club@threemarkscoffee.com,617 82 42 84,http://www.threemarkscoffee.com/,"Barcelona, Spain",,,coffee shop
Hoof Dubai Mall,info@behindthecup.ae,04 332 9950,https://behindthecup.ae/,"Dubai, UAE",,,coffee shop
Ores Cafe,info@orescafe.com,050 945 4111,http://orescafe.com/,"Dubai, UAE",,,cafe
Nargileci Eleven Cafe,nargileci@neleven.ae,04 591 1612,https://nargileci.neleven.ae/,"Dubai, UAE",,,cafe
Nomad Day Bar,coffee@nomaddaybar.com,04 210 2522,https://www.nomaddaybar.com/,"Dubai, UAE",,,cafe
TEN 11 (The Dubai Mall),ten11cafe@gmail.com,600 533339,https://www.ten11cafe.ae/,"Dubai, UAE",,,coffee shop
Stomping Grounds,info@stompinggrounds.ae,04 344 4451,http://www.stompinggrounds.ae/,"Dubai, UAE",,,cafe
Bruncho,info@oralounge.uk,07708 433823,https://bruncho.co.uk/,"Manchester, UK",,,cafe
Sugar Junction,sugarjunctionmcr@gmail.com,0161 839 4753,http://www.sugarjunction.co.uk/,"Manchester, UK",,,cafe
Cafe North,cafenorth@outlook.com,0161 637 7480,http://www.cafenorth.org/,"Manchester, UK",,,cafe
The Populus,enquiries@thepopuluscafe.com,6635 8420,https://thepopulus.cafe/,Singapore,,,cafe
Common Man Coffee Roasters - Martin Road,training@cmcroasters.com,6836 4695,https://commonmancoffeeroasters.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_martin_road,Singapore,,,cafe
Rise Bakehouse @ TripleOne Somerset,hello@risebakehouse.sg,8928 9111,https://risebakehouse.sg/,Singapore,,,cafe
Brunches Cafe,contactus@brunches.sg,8685 8488,http://brunches.sg/,Singapore,,,cafe
Wildseed Café at The Summerhouse,enquiry@thesummerhouse.sg,8126 7524,https://www.wildseedcafe.sg/the-summerhouse,Singapore,,,cafe
Wildseed Cafe At The Garage,wildseedcafesbg@thegarage.sg,9815 3213,https://www.wildseedcafe.sg/the-garage,Singapore,,,cafe
CAFE KREAMS,admin@mininve.com,9673 2307,http://www.kreams.sg/,Singapore,,,cafe
The Book Cafe,info@thebookcafe.com.sg,6887 5430,https://www.thebookcafesg.com/,Singapore,,,cafe
Atlas Coffeehouse,hello@atlascoffeehouse.com.sg,6314 2674,http://www.atlascoffeehouse.com.sg/,Singapore,,,cafe
Symmetry,info@symmetry.com.sg,6291 9901,http://www.symmetry.com.sg/,Singapore,,,coffee shop
Chuffed,chuffedbooking@gmail.com,09 367 6801,https://www.chuffed.co.nz/,"Auckland, New Zealand",,,cafe
Scarecrow Mediterranean Cafe,store@scarecrow.co.nz,09 377 1333,http://scarecrow.co.nz/,"Auckland, New Zealand",,,cafe
Crave,bookings@cravecafe.co.nz,09 845 4714,http://cravecafe.co.nz/,"Auckland, New Zealand",,,cafe
MELBA Vulcan,vulcan@melba.nz,09 377 0091,https://melba.nz/vulcan-lane,"Auckland, New Zealand",,,cafe
Honey Cafe CBD,honeycafecbd2025@gmail.com,09 300 6327,https://honeycafe.co.nz/cbd/,"Auckland, New Zealand",,,cafe
FLUFF Cafe & Eatery,info@fluffhouse.co.nz,09 282 1206,https://www.fluffhouse.co.nz/,"Auckland, New Zealand",,,coffee shop
Little Q,cafe@littleq.co.nz,09 815 0660,https://littleq.co.nz/,"Auckland, New Zealand",,,cafe
Winona Forever,info@winonaforever.co.nz,09 974 2796,http://winonaforever.co.nz/,"Auckland, New Zealand",,,cafe
Ezra & Gil,hello@ezraandgil.co.uk,,http://www.ezraandgil.com/,"Manchester, UK",,,cafe
POT KETTLE BLACK Barton Arcade,hello@potkettleblackltd.co.uk,,https://potkettleblackltd.co.uk/,"Manchester, UK",,,cafe
Bestie Cafe,info@bestiecafe.co.nz,,http://bestiecafe.co.nz/,"Auckland, New Zealand",,,cafe
Prix d'Ami.,info@prixdami.nl,,https://www.prixdami.nl/?utm_source=GMB&utm_medium=organic&utm_campaign=website,"Amsterdam, Netherlands",,,coffee shop
De Koffieschenkerij,info@koffieschenkerij.com,,http://www.koffieschenkerij.com/,"Amsterdam, Netherlands",,,coffee shop
Bloom Coffee Co.,bloomcoffeecoatl@gmail.com,(404) 343-6631,http://bloomcoffeecoatl.com/,"Atlanta, USA",,,coffee shop
Con Leche Coffee,hola@conlechecoffee.com,(678) 904-9299,https://www.conleche.com/,"Atlanta, USA",,,coffee shop
Peoples Town Coffee Bar,hey@peoplestowncoffee.com,(678) 310-5663,http://www.peoplestowncoffee.com/,"Atlanta, USA",,,coffee shop
Grant Park Coffeehouse,filler@godaddy.com,(404) 856-0433,https://www.grantparkcoffeehouse.com/,"Atlanta, USA",,,coffee shop
Allpress Roastery Auckland,coffee@allpress.co.nz,09 307 5555,https://nz.allpressespresso.com/find/auckland-roastery?utm_source=google&utm_medium=organic&utm_campaign=mybusiness,"Auckland, New Zealand",,,coffee shop
The Pantry,thepantry@hyatt.com,09 366 2501,https://hyattpantry.co.nz/,"Auckland, New Zealand",,,cafe
Kaffee Momente Berlin - Café Berlin,kaffeemomente@gmail.com,01573 2192174,https://kaffee-momente.eatbu.com/?lang=de,"Berlin, Germany",,,coffee shop
nur coffee Berlin,berlin@nurcoffee.de,01522 5364827,https://nurcoffee.de/,"Berlin, Germany",,,coffee shop
Distrikt coffee,info@distriktcoffee.de,,http://distriktcoffee.de/,"Berlin, Germany",,,coffee shop
Oslo Kaffebar,oslokaffebar@gmail.com,,http://www.oslokaffebar.co/,"Berlin, Germany",,,coffee shop
Silo Coffee,hello@silo-coffee.com,030 62608833,https://www.silo-coffee.com/,"Berlin, Germany",,,coffee shop
Casa Café Cultor,tienda.casa@cafecultor.co,315 5431596,https://www.cafecultor.co/,"Bogotá, Colombia",,,cafe
Arte y pasión Café: Escuela de baristas,arteypasioncafe@gmail.com,317 5097835,https://arteypasioncafe.com/,"Bogotá, Colombia",,,cafe
Juan Valdez - Zona G,cuentaconjuan@juanvaldezcafe.com,,https://juanvaldez.com/,"Bogotá, Colombia",,,coffee shop
Café Tortoni,tortoni@cafetortoni.com.ar,011 4342-4328,http://www.cafetortoni.com.ar/,"Buenos Aires, Argentina",,,coffee shop
Full City Coffee Roasters,oraclegym@gmail.com,,http://www.fullcity.com.ar/,"Buenos Aires, Argentina",,,coffee shop
Origin Coffee Roasting,info@originroasting.co.za,021 421 1000,http://originroasting.co.za/,"Cape Town, South Africa",,,coffee roastery
The Ladder,theladderon136@gmail.com,082 451 1572,http://www.theladderon136.com/,"Cape Town, South Africa",,,cafe
Ground Art Caffe,info@groundartcaffe.co.za,021 418 1331,http://www.groundartcaffe.co.za/,"Cape Town, South Africa",,,coffee shop
Boston Coffee Roasters,info@bostoncoffee.co.za,066 374 2420,http://www.bostoncoffee.co.za/,"Cape Town, South Africa",,,coffee shop
Kamili Coffee on Long,info@kamilicoffee.co.za,083 226 4426,https://kamilicoffee.co.za/?utm_source=GMB&utm_medium=Long-Street-Listing,"Cape Town, South Africa",,,coffee shop
The KAYA Cafe,hello.kayacafe@gmail.com,,https://thekayacafe.co.za/,"Cape Town, South Africa",,,coffee shop
Sonder Café,sonderobz@gmail.com,083 394 6672,http://sonderobz.com/,"Cape Town, South Africa",,,coffee shop
The Blue Cafe,laughing@thebluecafe.co.za,021 426 0250,http://www.thebluecafe.co.za/,"Cape Town, South Africa",,,coffee shop
Roasters Specialty Coffee House Creek Harbour,beans@roasterscoffee.ae,058 585 7686,http://www.roasterscoffee.ae/,"Dubai, UAE",,,coffee shop
The Patisserie at Address Sky View,dineatskyview@addresshotels.com,04 873 8888,https://www.addresshotels.com/en/restaurant/patisserie-at-address-sky-view/,"Dubai, UAE",,,coffee shop
Caju Coffee House,info@caju.ae,04 575 2710,https://caju.ae/,"Dubai, UAE",,,cafe
Two Pups,twopupscoffee@gmail.com,,http://www.twopupscoffee.com/,"Dublin, Ireland",,,coffee shop
Shoe Lane Coffee,jobs@shoelane.com,,http://www.shoelanecoffee.ie/,"Dublin, Ireland",,,coffee shop
Legit Coffee Co,info@legitcoffeeco.com,,http://legitcoffeeco.com/,"Dublin, Ireland",,,coffee shop
Copper + Straw Speciality Coffee,hello@copperandstraw.ie,087 810 2634,http://copperandstraw.ie/,"Dublin, Ireland",,,coffee shop
Keoghs Cafe,orders@keoghscafe.ie,(01) 677 8080,http://keoghscafe.ie/,"Dublin, Ireland",,,coffee shop
The Coffee House at West End,hello@thecoffeehousehtx.com,,http://thecoffeehousehtx.com/,"Houston, USA",,,coffee shop
The Coffee Garden,info@thecoffeegarden.com,(713) 955-4420,https://thecoffeegarden.com/heights-coffee-shop/,"Houston, USA",,,coffee shop
Pavon Coffee Den,hello@pavonhtx.com,(713) 261-6679,https://www.pavonhtx.com/,"Houston, USA",,,coffee shop
Agora,info@agorahouston.com,,https://www.agorahouston.com/,"Houston, USA",,,coffee shop
Bean Brothers at The Linc KL,support@beanbrothers.my,,http://beanbrothers.my/,"Kuala Lumpur, Malaysia",,,coffee shop
103 Coffee - Chow Kit,media@103coffee.com,012-960 1353,http://www.103coffee.com/,"Kuala Lumpur, Malaysia",,,coffee shop
Miss Coco Cafe,admin@misscococafe.com,018-208 3983,https://misscococafe.com/,"Kuala Lumpur, Malaysia",,,coffee roastery
Coffee For Sasquatch,hello@coffeeforsasquatch.com,(323) 433-4070,http://www.coffeeforsasquatch.com/,"Los Angeles, USA",,,coffee shop
Coffee Lab Manchester Piccadilly.,info@coffeelab.gr,0161 511 4263,https://coffeelab.gr/en/,"Manchester, UK",,,coffee shop
Atrium Coffee,info@atrium-coffee.co.uk,,http://www.atrium-coffee.co.uk/,"Manchester, UK",,,coffee shop
Little Rogue.,shop@littlerogue.com.au,,https://www.littlerogue.com.au/,"Melbourne, Australia",,,coffee shop
Higher Ground,info@highergroundmelbourne.com.au,(03) 8899 6219,https://highergroundmelbourne.com.au/,"Melbourne, Australia",,,coffee shop
Café Memorias de un Barista,memoriasdeunbarista@gmail.com,55 5207 6201,http://www.memoriasdeunbarista.com/,"Mexico City, Mexico",,,coffee shop
MIAM CAFE-WYNWOOD,miam@miamcafe.com,(786) 703-1451,http://www.miamcafe.com/,"Miami, USA",,,coffee shop
Naughty Coffee,naughtycoffeeshop@gmail.com,(347) 283-5609,https://naughtycoffeeshop.com/,"Miami, USA",,,coffee shop
Surry Hills Coffee | Brunch Miami,business.eu@surryhillscoffee.com,(305) 456-6787,http://www.surryhillscoffee.com/?utm_source=local&utm_medium=utm,"Miami, USA",,,coffee shop
La Colada Gourmet,lacoladagourmet@gmail.com,(305) 582-5762,https://www.lacoladagourmet.com/,"Miami, USA",,,coffee shop
ITSI Coffee - i think she is,itsi.coffee@gmail.com,(786) 800-5659,http://ithinksheis.com/,"Miami, USA",,,coffee shop
White Rose Coffee,whiterosecoffeemiami@gmail.com,,http://whiterose.coffee/,"Miami, USA",,,coffee shop
Kala Ghoda Cafe,info@kgcafe.in,098338 03418,https://kgcafe.in/,"Mumbai, India",,,cafe
Bombay To Barcelona Library Cafe,bombay2barcelonalc@gmail.com,077384 46788,http://www.bombaytobarcelonalibrarycafe.com/,"Mumbai, India",,,cafe
Earth Cafe @ Churchgate,info@earthcafeindia.com,090818 81844,http://earthcafeindia.com/,"Mumbai, India",,,coffee shop
Mockingbird Cafe Bar,contact@mockingbirdcafebar.com,080976 06010,http://www.mockingbirdcafebar.com/,"Mumbai, India",,,cafe
Iteeha Coffee,connect@iteeha.coffee,098198 20211,https://iteeha.coffee/,"Mumbai, India",,,cafe
Ettarra Coffee House,care@ettarracoffee.in,086558 05815,https://ettarracoffee.in/,"Mumbai, India",,,coffee shop
Third Wave Coffee,orders@thirdwavecoffee.in,080500 03543,https://cafe.thirdwavecoffee.in/coffee-cafe-mumbai-32255/home?utm_source=gmb,"Mumbai, India",,,coffee shop
The Caféothèque of Paris,contact@lacafeotheque.com,01 53 01 83 84,http://www.lacafeotheque.com/,"Paris, France",,,coffee shop
Motors Coffee,info@motorscoffee.com,,https://motorscoffee.com/,"Paris, France",,,coffee shop
The Coffee Builders,creative@thecoffeebuilders.com,(602) 904-7550,http://www.thecoffeebuilders.com/,"Phoenix, USA",,,coffee shop
"Songbird Coffee & Tea House - Phoenix, AZ",info@songbirdcoffeehouse.com,(602) 374-4192,http://www.songbirdcoffeehouse.com/,"Phoenix, USA",,,coffee shop
Case Study Coffee Lounge,william@casestudycoffeelounge.com,(480) 590-4270,https://www.casestudycoffeelounge.com/,"Phoenix, USA",,,coffee shop
Fillmore Coffee Co.,info@fillmorecoffeeco.com,(928) 232-8527,http://www.fillmorecoffeeco.com/,"Phoenix, USA",,,coffee shop
Fair Trade Cafe,info@azfairtrade.com,(602) 354-8150,https://azfairtrade.com/?y_source=1_NTgwNjEyNjUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"Phoenix, USA",,,cafe
Let's Meet Up,info@redstakesolutions.com,,http://www.letsmeetup.coffee/,"Phoenix, USA",,,coffee shop
Mis Raices Cafe,misraicescafeaz@gmail.com,(602) 675-2228,http://misraicescafe.com/,"Phoenix, USA",,,coffee shop
A Flourshop,info@aflourshop.com,(602) 274-2253,http://www.aflourshop.com/,"Phoenix, USA",,,coffee shop
ASK Coffee Roastery Singapore,speedy3dcreations@gmail.com,8884 9186,https://www.speedy3dcreations.com/,Singapore,,,coffee roastery
Maxi Coffee Bar,hello@maxicoffeebar.com,9776 7400,http://maxicoffeebar.com/,Singapore,,,coffee shop
Regiment specialty coffee,regiment2022@hotmail.com,(02) 9299 4001,https://www.regimentcbd.com.au/,"Sydney, Australia",,,cafe
GLITCH COFFEE & ROASTERS,press@glitchcoffee.com,03-5244-5458,https://glitchcoffee.com/,"Tokyo, Japan",,,coffee shop
KOFFEE MAMEYA,info@koffee-mameya.com,03-5413-9422,http://koffee-mameya.com/,"Tokyo, Japan",,,coffee shop
CAFE REISSUE,reissue2015@outlook.jp,03-5785-3144,https://www.reissue.co.jp/,"Tokyo, Japan",,,coffee shop
Tokyo Little House,hello@littlehouse.tokyo,,http://littlehouse.tokyo/,"Tokyo, Japan",,,coffee shop
HotBlack Coffee,info@hotblack-coffee.com,,https://hotblack-coffee.com/,"Toronto, Canada",,,coffee shop
Daily Dose Coffee Bar,info@dailydosecoffeebar.com,,https://www.dailydosecoffeebar.com/,"Toronto, Canada",,,coffee shop
Bald Eagle Diner,info@baldeaglediner.co.nz,09 521 1611,http://www.baldeaglediner.com/,"Auckland, New Zealand",,,cafe
Café de los Angelitos,info@cafedelosangelitos.com,011 4952-2320,https://www.cafedelosangelitos.com/,"Buenos Aires, Argentina",,,cafe
Bocca Coffee,info@bocca.nl,0321 314 667,http://www.bocca.nl/,"Amsterdam, Netherlands",,,coffee shop
Hummingbird Coffee Amsterdam,info@hummingbird.amsterdam,06 24331985,https://hummingbird.amsterdam/,"Amsterdam, Netherlands",,,coffee shop
Back to Black,info@backtoblackcoffee.nl,,http://www.backtoblackcoffee.nl/,"Amsterdam, Netherlands",,,coffee roastery
Cafecito,coffee@cafecito.nl,,https://cafecito.nl/,"Amsterdam, Netherlands",,,coffee shop
Elevate Coffee Lab,elevatecoffeelab@gmail.com,,http://elevatecoffeelab.com/,"Amsterdam, Netherlands",,,coffee shop
Espressobar Puccini,info@espressobarpuccini.nl,020 620 8458,http://www.puccini.nl/,"Amsterdam, Netherlands",,,coffee shop
Cafe Bartique,admin@cafebartique.com,(404) 343-1780,http://www.cafebartique.com/,"Atlanta, USA",,,coffee shop
"die espressonisten | Store, Craft Coffeeshop & La Marzocco Showroom",post@espressonisten.de,030 36409494,https://espressonisten.de/,"Berlin, Germany",,,coffee shop
Espresso Bar + Deli,info@espresso-bar.berlin,030 34399295,http://espressobar.online/,"Berlin, Germany",,,coffee shop
"Wine & Coffee House (Café, Bar & Spirituosengeschäft)",info@cafehaus-berlin.de,030 2423775,http://www.wine-and-coffeehouse.de/,"Berlin, Germany",,,cafe
Café Monstruo,cafemonstruogerencia@gmail.com,311 2615249,http://www.cafemonstruo.com/,"Bogotá, Colombia",,,coffee shop
Cafe Mustache,info@cafemustache.com,(773) 687-9063,http://www.cafemustache.com/,"Chicago, USA",,,cafe
Overflow Coffee,liv.oad@entrenuity.com,(312) 283-0066,https://www.overflowchicago.com/,"Chicago, USA",,,coffee shop
The Lost Hours,thelosthourscoffeeshop@gmail.com,,http://the-lost-hours.com/,"Chicago, USA",,,coffee shop
Specialty Batch Coffee Roastery,info@specialtybatch.com,04 299 1113,https://specialtybatch.com/,"Dubai, UAE",,,coffee roastery
Vice Coffee Inc,hello@vicecoffeeinc.com,,https://www.vicecoffeeinc.com/,"Dublin, Ireland",,,coffee shop
Lemon Jelly Cafe,info@lemonjelly.ie,(01) 233 8441,https://www.lemonjelly.ie/,"Dublin, Ireland",,,cafe
Academy Coffee Dublin,stay@academyplazahotel.ie,(01) 817 4100,https://www.academyplazahotel.ie/en/academy-coffee/,"Dublin, Ireland",,,cafe
Maven,support@getbento.com,(832) 926-3213,http://www.mavenhouston.com/,"Houston, USA",,,coffee shop
Segundo Coffee Lab,customerservice@segundocoffee.com,(346) 240-3032,http://segundocoffee.com/,"Houston, USA",,,coffee shop
Brass Tacks,getdown@brasstackshouston.com,(713) 352-7626,http://www.brasstackshouston.com/,"Houston, USA",,,cafe
Chapter 72,info@chapter-72.com,,http://www.chapter-72.com/,"London, UK",,,coffee shop
Tierra Mia Coffee,info@tmcoffee.com,(213) 483-3955,http://www.tierramiacoffee.com/,"Los Angeles, USA",,,coffee shop
Tiago Coffee Bar + Kitchen,info@tiagocoffee.com,(323) 466-5600,http://www.tiagocoffee.com/,"Los Angeles, USA",,,coffee shop
Java Bar Espresso,info@jbecoffee.com,,https://jbecoffee.com/,"Manchester, UK",,,coffee shop
Patricia Coffee Brewers,shop@patriciacoffee.com.au,,http://www.patriciacoffee.com.au/,"Melbourne, Australia",,,coffee shop
Sbriga Espresso Bar,info@sbriga.com.au,(03) 9191 0404,https://www.sbriga.com.au/,"Melbourne, Australia",,,cafe
Philoçoffee Espresso Bar,philo.coffee@yahoo.com.au,0492 300 811,http://www.philocoffee.com.au/,"Melbourne, Australia",,,cafe
Mad Records Cafe Miami,mradiomedellin@gmail.com,,http://madradio.co/,"Miami, USA",,,cafe
EMISSARY CAFE,info@emissary.miami,,http://emissarycafe.com/,"Miami, USA",,,coffee shop
Bayleaf Cafe,bayleafcafejuhu@gmail.com,084549 44954,https://bayleafcafe.in/,"Mumbai, India",,,cafe
Cartel Roasting Co.,hello@cartelroasting.co,,https://cartelroasting.co/,"Phoenix, USA",,,coffee shop
Sip Coffee & Beer,info@sipcoffeeandbeer.com,(602) 900-5188,https://sipcoffeeandbeer.com/,"Phoenix, USA",,,coffee shop
percolate. (Nankin Row),hello@percolate.sg,8259 0316,http://percolate.sg/,Singapore,,,cafe
Black & White Espresso Bar | The Strand Arcade,admin@blackandwhiteespresso.com,,https://www.blackandwhiteespresso.com/,"Sydney, Australia",,,cafe
The Associate Espresso Bar,info@amahospitality.com.au,,http://amahospitality.com.au/,"Sydney, Australia",,,cafe
Fuglen Tokyo,coffeeonline.jp@fuglen.no,,https://fuglencoffee.jp/,"Tokyo, Japan",,,coffee shop
All Seasons Coffee,info@allseasonscoffee.jp,03-5341-4273,http://allseasonscoffee.jp/,"Tokyo, Japan",,,coffee shop
L'Espresso Bar Mercurio,teresa@barmercurio.com,(416) 585-2233,https://www.lespressobarmercurio.ca/,"Toronto, Canada",,,cafe
Aroma Espresso Bar,help@aromacafe.ca,(416) 594-0777,http://www.aromaespressobar.ca/,"Toronto, Canada",,,cafe
